graph_id,guid,label,entropy,degree_in,degree_out,has_encoded,has_download
2502,{5b2c6d5e-1bd9-6908-a40b-b56f-cd3bf5eb9eb4},1,0.301,0,0,1,0
2503,{56356f8f-4886-6908-67f5-01d6-b6c86479a9e1},1,0.769,0,0,0,0
2504,{a53215dd-5230-6908-1e14-2bea-29ab2b778355},1,0.792,0,0,0,0
2506,{5f8e6267-4132-6908-36e7-35ab-0cfce25cf514},1,0.464,0,0,0,0
2508,{22e0093a-db56-6908-d0b3-824a-dd1a38d56e08},1,0.348,0,0,0,0
2509,{f88e8c19-15ac-6908-1fe9-10e0-878e4e959973},1,0.264,0,0,1,0
2514,{9ff6fdcd-f7c8-6908-973e-faf4-7018983f8483},1,0.75,0,0,0,0
2517,{02d0ce03-3ab5-6908-8eea-01d0-2b7eba3793e0},1,0.544,0,0,0,0
2519,{5925e56a-f806-6908-5521-8b9b-4541949d235f},1,0.166,0,0,1,0
2521,{d0f1913b-6b1c-6908-143f-6b5d-476e9c6364b1},1,0.288,0,0,0,0
2524,{f6a99bc6-ecbc-6908-31f1-6d8f-ce3b19e5958d},1,0.353,0,0,0,1
2527,{c142d884-1bf3-6908-b54c-2769-d5e10358651b},1,0.209,0,0,1,0
2528,{26b7454f-90ca-6908-ea7d-0aa3-30bf25b71ad1},1,0.405,0,0,0,0
2530,{218bf379-7ff0-6908-f6fd-155d-da1a183e31e1},1,0.392,0,0,0,0
2531,{1945c7e4-af84-6908-8524-0916-79ba2a560655},1,0.373,0,0,0,0
2532,{50846c95-753c-6908-41e7-afde-b690b7157d65},1,0.348,0,0,0,0
2533,{7835d788-ec99-6908-ca0f-50c7-a0f34c7ee8fc},1,0.266,0,0,0,1
2534,{d02cad13-9a81-6908-fb12-2c06-a8c352cf4db1},1,0.174,0,0,1,0
2538,{0bd8bbc7-4470-6908-1517-611c-e617e5aada14},1,0.353,0,0,0,0
2539,{e7fdeff1-92b2-6908-b679-575e-0c127c28e518},1,0.18,0,0,1,0
2540,{1165b362-f5d5-6908-ca68-18b6-faaa1328edf8},1,0.167,0,0,1,0
2542,{aaf84070-8509-6908-fba0-2d7e-0876a603949f},1,0.647,0,0,0,0
2543,{d8f3b4a1-e6be-6908-8856-eb6d-fb1caf925ea8},1,0.39,0,0,0,1
2549,{74e5297b-5e71-6908-e7bb-8616-e787efb53ded},1,0.163,0,0,1,0
2550,{eb30b144-984c-6908-270c-7962-ad7307e2eeb2},1,0.341,0,0,0,0
2551,{04e16efe-6fc7-6908-5a99-6b01-087461e48066},1,0.138,0,0,1,0
2552,{cd35e4b0-df1a-6908-b847-800d-7b894e56e117},1,0.4,0,0,0,0
2555,{b5bba993-3f2a-6908-79a4-8ee1-faadccdfb802},1,0.312,0,0,0,0
2557,{1a11c607-2c15-6908-2e4c-909e-f137c0447e10},1,0.544,0,0,0,0
2559,{4235f5e1-e071-6908-6c55-6ef7-3e2ec59e35c3},1,0.166,0,0,1,0
2560,{13bd5f28-afa9-6908-6753-1679-dfb61cfcd5f1},1,0.534,0,0,0,1
2562,{0dfc96af-7118-6908-aadf-bd31-ff549fb2d1bd},1,0.486,0,0,0,0
2563,{4aca647e-5f2e-6908-fd11-fddf-6d00275a6a1a},1,0.674,0,0,0,1
2566,{ff6c058f-313b-6908-66c2-9cdc-206eefe1172b},1,0.443,0,0,0,0
2568,{0a24a310-002e-6908-425f-e6cc-e7c74b8feeeb},1,0.415,0,0,0,0
2570,{bddd0ca0-f0cd-6908-68cc-3929-1b5b8d003ab7},1,0.17,0,0,1,0
2571,{f4d919c8-b5fa-6908-0d1c-f5d9-5e770f127957},1,0.452,0,0,0,0
2572,{ea34d70a-b729-6908-7799-eff9-c7067fdee495},1,0.15,0,0,1,0
2573,{ae8ee0cc-39b2-6908-42dd-61fc-afadede05194},1,0.324,0,0,0,0
2574,{06ee9b2b-3aab-6908-bdfa-bf46-7c56c0055dd0},1,0.465,0,0,1,0
2575,{2cac236d-e336-6908-630a-bf9d-42cb3d653a17},1,0.559,0,0,0,0
2576,{9adb993c-75b1-6908-50d3-74ea-a625bc911754},1,0.487,0,0,0,0
2578,{57bf1e81-3503-6908-122d-24fe-ef3b640f903f},1,0.36,0,0,0,1
2579,{b8eb07ae-e2f8-6908-564e-8fc3-d15e09f66726},1,0.257,0,0,1,0
2582,{1e8893dc-8216-6908-0299-9218-0f43dcf23a8a},1,0.333,0,0,1,0
2583,{2efc5ab6-838d-6908-8b4f-b247-bee23295061f},1,0.692,0,0,0,0
2586,{645fbfb9-234d-6908-21c3-7f2b-85ed636fb8f7},1,0.251,0,0,1,0
2587,{1fb21ae9-479b-6908-d666-7d0f-370a12a46caf},1,0.19,0,0,1,0
2588,{3b759543-3cb3-6908-383e-2f17-f442c1520ae1},1,0.177,0,0,1,0
2590,{4cb2e9ce-e5d2-6908-af83-9edc-d969b6439cc0},1,0.722,0,0,0,0
2591,{ce0e9e57-1a7b-6908-58f0-4b3c-efc24a7b791b},1,0.337,0,0,0,0
2592,{8a698790-a7f6-6908-c0c2-f0e0-9c8ddd6487f5},1,0.226,0,0,1,0
2595,{54fd6c69-66f5-6908-0237-8bc3-6f6946e2fc2c},1,0.372,0,0,0,0
2596,{c2e00dd6-280b-6908-3c5e-a6ba-7a3f0db29f7f},1,0.324,0,0,0,0
2599,{21dbe322-c2dc-6908-b5a0-5a34-4376ee4bde84},1,0.28,0,0,1,0
2600,{7a12b4cb-58f8-6908-e930-a02c-b07873e57d5f},1,0.679,0,0,0,0
2603,{e6177230-950f-6908-00ad-c935-b00d7c46f2ff},1,0.158,0,0,0,0
2604,{e4c015f3-5e74-6908-0f1e-3e2e-b880acee4079},1,0.722,0,0,0,0
2606,{b765826e-d308-6908-2d0b-116d-3eb5e5e34ea6},1,0.174,0,0,1,0
2607,{350d7bd2-2893-6908-23a7-4602-e01bdc6952a0},1,0.153,0,0,1,0
2608,{fd9ee7bb-4915-6908-c6f2-6d61-4d87bfae700a},1,0.363,0,0,1,0
2610,{e5f9c67c-d8b9-6908-4cd9-20f1-24c89fe0e22f},1,0.5,0,0,0,0
2611,{ad8033bc-93ea-6908-2cef-76d0-09e33ba3d8c1},1,0.643,0,0,0,0
2615,{f11a09e5-4417-6908-378b-eb62-9a6182185234},1,0.184,0,0,1,0
2616,{229182fd-fa3c-6908-c8d9-08d7-ce862f596da8},1,0.394,0,0,0,0
2618,{6a3a4acd-5e8c-6908-e095-2b77-11228dc41e55},1,0.121,0,0,1,0
2622,{df769ac4-e38e-6908-dfae-80ad-e2ecc9635a8f},1,0.394,0,0,0,1
2623,{3778d72c-fa0b-6908-d9eb-2a53-1362ae2756b4},1,0.313,0,0,1,0
2624,{87498028-2a36-6908-56e5-4d51-247c86859f80},1,0.483,0,0,0,0
2627,{541caafd-2e5b-6908-ff4d-b9ad-7be9669f8540},1,0.659,0,0,0,0
2628,{805c27ff-3e45-6908-fedb-9919-626d60f34f17},1,0.234,0,0,1,0
2629,{41222968-d9d0-6908-b50d-aac5-3d81c4591813},1,0.215,0,0,1,0
2631,{208b2e75-1b06-6908-7d45-da84-fc55ed26c29c},1,0.273,0,0,1,0
2639,{165fca02-42b1-6908-b6ef-9a9b-e968a7653d08},1,0.277,0,0,1,0
2641,{6e947184-ece4-6908-bc9d-325c-0470ad22f080},1,0.134,0,0,1,0
2642,{a796444a-bc92-6908-7651-f52a-aac1a0a26692},1,0.164,0,0,1,0
2644,{e740d684-75fd-6908-eba9-d2f6-2cdefa2e7457},1,0.304,0,0,1,0
2645,{8eb0af91-4926-6908-d32b-67fd-db723509f187},1,0.299,0,0,1,0
2648,{7f9fd6a2-4ae4-6908-0d67-8962-4ff2c85942bf},1,0.294,0,0,1,0
2649,{300adea0-cd23-6908-2eec-23bb-f334a8ac3073},1,0.164,0,0,1,0
2652,{aeac78f0-ccdd-6908-54d3-bead-2e4ee7293906},1,0.475,0,0,0,0
2656,{c80d9b26-0f27-6908-94ac-5c08-2a3e6a11f164},1,0.615,0,0,0,0
2657,{0bdc97ba-ef93-6908-a5fe-5d1f-a5e74a4db4f0},1,0.605,0,0,0,0
2658,{fb9d7639-e936-6908-d8da-576f-ef88a6a78439},1,0.5,0,0,0,0
2659,{73c191bc-5880-6908-e946-b74b-bbf0cd7f2a16},1,0.458,0,0,0,0
2661,{c7a2724e-3dab-6908-bd81-b86a-6636dba1bca9},1,0.425,0,0,0,0
2662,{4cd11fe6-3bcb-6908-5b24-9c60-2fefd3f44384},1,0.389,0,0,0,0
2663,{074dc890-e510-6908-72ec-3144-61619ccd84f3},1,0.175,0,0,1,0
2668,{e91f5f83-ce5e-6908-d08c-c1f5-4dd130c4aa27},1,0.75,0,0,0,0
2670,{c1174d1a-48a5-6908-447e-7def-1142be6c4e2f},1,0.162,0,0,1,0
2671,{28fefc3f-ff07-6908-7682-fce7-7e81a6116d64},1,0.219,0,0,1,0
2673,{c7ed56a4-9bf7-6908-4695-99ab-f6e9a12d59c7},1,0.152,0,0,1,0
2676,{77e019bc-d38c-6908-8da4-f484-b6d993c96652},1,0.316,0,0,0,0
2679,{ae15726a-0bed-6908-26aa-8690-7ac7fbdd12d8},1,0.492,0,0,0,0
2681,{00411108-b4f8-6908-6133-d23a-1723d8f96d35},1,0.222,0,0,1,0
2683,{ad1cd063-2085-6908-74f8-3a74-5f17735ed66c},1,0.427,0,0,0,1
2684,{8569368f-a78d-6908-1843-2c7d-cd2ec238527b},1,0.492,0,0,1,0
2685,{b30b0b18-ea00-6908-b07d-b5ea-187f22e0825a},1,0.634,0,0,0,0
2687,{47f581aa-4266-6908-1dac-6286-f736903fff66},1,0.553,0,0,0,0
2688,{fb22d7d2-794f-6908-4343-9f27-332f774ac618},1,0.336,0,0,0,0
2690,{9d6f5a1e-f614-6908-5522-b0be-77b515425e46},1,0.339,0,0,0,0
2691,{78b4d2ec-27a4-6908-8cd0-997a-d4948c5cfb1f},1,0.465,0,0,1,0
2693,{11ffe13c-e186-6908-489d-e700-7fbf67be9b52},1,0.396,0,0,0,1
2695,{c84a10c1-3f8c-6908-1718-fe7c-58e4c3facde2},1,0.278,0,0,1,0
2699,{665efdbc-0c24-6908-d61e-b24a-b211c2cb8d7d},1,0.184,0,0,1,0
2700,{043f6dc5-846e-6908-9de9-8af3-90d1309e67ca},1,0.55,0,0,0,0
2702,{d99237a8-ee72-6908-e417-acf8-399dda9b721d},1,0.184,0,0,1,0
2703,{14acdd7a-d456-6908-c475-b3d2-ddedf7dc9b54},1,0.486,0,0,0,1
2704,{28af2f1e-876a-6908-859a-1140-7f88471da1fe},1,0.345,0,0,0,0
2705,{936480ba-24bc-6908-47cd-e5ad-a6e5b709a198},1,0.15,0,0,1,0
2706,{02d7038a-9989-6908-f1c6-ace9-5cb9469ee350},1,0.23,0,0,0,1
2707,{e2bfde1d-9d60-6908-80b8-9b02-d83ed7290933},1,0.223,0,0,1,0
2708,{584e8b2d-1ae2-6908-c21b-4669-af5a9cb0cf81},1,0.245,0,0,1,0
2712,{689c0fc2-465b-6908-0a46-04e2-e92f992a160b},1,0.458,0,0,0,0
2713,{4e9d990c-6741-6908-cccf-f9ab-aadef893cb76},1,0.595,0,0,0,0
2714,{494a73e9-37ad-6908-9260-d5d1-454b61555d75},1,0.433,0,0,1,0
2718,{8cb84df6-a784-6908-b29a-6b0a-81a8e133743f},1,0.304,0,0,1,0
2720,{cad035bc-5dc0-6908-cf24-f264-b89f2619a22e},1,0.18,0,0,1,0
2724,{c0a8ee0a-4082-6908-e7fe-ed70-4090c7aa0ac2},1,0.132,0,0,1,0
2725,{08091eb9-0ad7-6908-911c-f341-eefecd689f4b},1,0.455,0,0,0,1
2726,{59d34718-0031-6908-7a53-1c89-02a670a8dec0},1,0.171,0,0,1,0
2728,{15faddde-aa60-6908-4557-4323-e9b17b8632c7},1,0.315,0,0,0,1
2732,{efdb2397-139f-6908-6f77-0ae6-de9a2cc60ef6},1,0.339,0,0,0,0
2733,{46cfd0ee-70a5-6908-d3cf-fc9f-795ded579ffe},1,0.452,0,0,0,1
2738,{ac57ffa3-b484-6908-9822-12e8-1a0cf1411f4c},1,0.197,0,0,1,0
2739,{8e9fdf91-058c-6908-cb3f-cd5d-a0ae97773e1f},1,0.163,0,0,1,0
2742,{0e3e94b9-5728-6908-448d-1b7c-1faba7598024},1,0.659,0,0,0,0
2745,{3cb03a06-7940-6908-bb84-fcfa-12345430cd29},1,0.396,0,0,0,1
2746,{8151354b-d89e-6908-8464-fc5e-ab3154be51ed},1,0.152,0,0,1,0
2749,{252dde74-ef76-6908-fedb-63bb-fc96e7677eac},1,0.426,0,0,0,0
2750,{df7481d3-5ae5-6908-5eab-a6db-c3d3f213671c},1,0.375,0,0,0,0
2751,{95304f4f-fcfe-6908-b3cd-e5e2-381b1f295a1d},1,0.257,0,0,1,0
2752,{0a05bea1-d02a-6908-52ff-da44-d7ea770d19c9},1,0.277,0,0,1,0
2753,{24965e50-19d4-6908-5f91-9b2e-51f2a1aec062},1,0.722,0,0,0,0
2754,{3d9e6172-25b3-6908-c683-d11d-400341287ec9},1,0.385,0,0,0,0
2756,{9f5cc7bf-d745-6908-4944-a48c-39e5ad366925},1,0.41,0,0,0,0
2760,{13e03fd6-9c62-6908-be4d-1227-10afb5b124bd},1,0.553,0,0,0,0
2762,{ab7d6b54-f0a4-6908-a38c-c8e3-fd6d4c47703e},1,0.183,0,0,1,0
2765,{f19c617b-4793-6908-0ddc-c0dd-01d34cf8be19},1,0.277,0,0,1,0
2766,{2acf3cab-1d4a-6908-0d28-feff-2b27445b0b14},1,0.301,0,0,1,0
2767,{9b03490c-9c38-6908-eab4-ad3d-ed04554ea4a6},1,0.187,0,0,1,0
2768,{e5942594-278d-6908-f02d-210f-89b163d22768},1,0.278,0,0,1,0
2769,{188e929b-dd3f-6908-6604-3998-8b67d0456295},1,0.864,0,0,0,0
2771,{68aa5082-e16e-6908-6bfb-419b-db0b8bbbc89e},1,0.625,0,0,0,0
2772,{8871decd-18db-6908-f7f0-7f3f-85b56ba2191c},1,0.324,0,0,1,0
2774,{7a854220-a84a-6908-8f25-bb8f-7925aafc55d8},1,0.722,0,0,0,0
2776,{69190646-c68a-6908-9adb-5fca-211afc56c835},1,0.273,0,0,1,0
2778,{9dc06e88-8bfe-6908-3de4-c92e-50532bdd0490},1,0.301,0,0,1,1
2779,{2344e266-bf64-6908-5ca4-cb27-89945578d462},1,0.343,0,0,0,0
2781,{9b42967c-70a7-6908-a9f1-dcaa-964f2a075583},1,0.348,0,0,0,0
2782,{e4b4a342-44e5-6908-8eb5-1000-074d51e74546},1,0.667,0,0,0,0
2785,{32839432-9dc5-6908-a87e-14a8-1a0c0f25b44c},1,0.394,0,0,0,0
2789,{3bae20c7-7ae5-6908-815e-10dd-61c3532099ba},1,0.214,0,0,1,0
2790,{26f73880-6a6e-6908-03be-3932-a8fac8a3b7f1},1,0.446,0,0,0,0
2792,{0ccaa86c-7f5d-6908-d6ee-f239-0f976e7a64f8},1,0.331,0,0,0,1
2794,{f607fe2a-51f8-6908-f2d9-ddcb-c202c31022f9},1,0.36,0,0,0,1
2796,{060def46-60bf-6908-5010-9bbf-72eb67ef7e98},1,0.172,0,0,1,0
2797,{54a27a06-2457-6908-f4c3-c28d-62be97768150},1,0.455,0,0,0,0
2799,{a87410a8-bf1f-6908-479a-9394-400c680fc704},1,0.396,0,0,0,0
2800,{be5857e3-b089-6908-6cfa-9237-ce7a35e3ad14},1,0.276,0,0,0,0
2801,{830d9f07-3dfc-6908-463d-9109-d229d2a291f6},1,0.448,0,0,0,1
2802,{e5c10fe1-359a-6908-4ee5-ab28-41881d83cc3f},1,0.176,0,0,1,0
2804,{853b18aa-fd0c-6908-4425-a893-dd39627da923},1,0.259,0,0,1,0
2807,{80e349fb-8554-6908-63b6-7aa5-23370007a348},1,0.457,0,0,0,0
2810,{2e144ad1-f581-6908-085e-3572-597c6837e327},1,0.324,0,0,1,0
2811,{39ccc161-640f-6908-9b24-0980-8008e24d686d},1,0.266,0,0,0,0
2817,{3b34e940-de20-6908-2fd5-68f4-4a292da6d727},1,0.374,0,0,1,0
2820,{953167f6-e9e7-6908-1a75-57d8-16f73b9c7b38},1,0.536,0,0,0,1
2825,{35287d43-16fc-6908-c09e-6ce9-3844090de9db},1,0.3,0,0,0,0
2827,{bd6cc923-3d7c-6908-0fbd-e71d-323aefe894a4},1,0.521,0,0,0,0
2828,{be28c472-90ed-6908-5b93-8fc7-ff9f59b19754},1,0.647,0,0,0,0
2831,{0c2ed7ca-782a-6908-2060-f6d0-0ba9e785d408},1,0.115,0,0,1,0
2832,{e0dbbd43-5899-6908-12b5-1fd1-e610ad944a33},1,0.457,0,0,0,0
2833,{bc7c58cd-d32a-6908-0471-c0ce-243351974dca},1,0.171,0,0,1,0
2834,{c2d250d9-1b41-6908-73b4-3f62-dad28a29a576},1,0.361,0,0,0,0
2837,{0d037fe2-7788-6908-d09b-0a70-a4bc445d656a},1,0.234,0,0,1,0
2839,{4e38985d-6f6e-6908-beeb-31f8-bd29bbfb2e83},1,0.444,0,0,1,0
2841,{0af75eca-c37a-6908-9146-079d-8110c1905cd5},1,0.158,0,0,1,0
2842,{bf7e9bd0-820b-6908-7262-12fc-9f58d894ed6b},1,0.301,0,0,1,0
2844,{cb286018-501c-6908-6363-24f8-41d6c571378f},1,0.219,0,0,1,0
2848,{2a7ec967-75f4-6908-9cf8-b9aa-57a565811b72},1,0.311,0,0,0,0
2850,{cf87f0ca-72fb-6908-1f84-4776-a6a7d309ec94},1,0.483,0,0,0,0
2852,{04578b5c-e75d-6908-c5b9-7dff-b953aa661b01},1,0.358,0,0,0,1
2856,{dd804118-6309-6908-344e-267d-7214d733ee51},1,0.345,0,0,0,0
2858,{00deea64-90ec-6908-e6ed-5acf-753ed5ddf19e},1,0.367,0,0,0,0
2859,{e4b84cb1-d303-6908-974d-bb38-329087d841d7},1,0.336,0,0,0,0
2863,{82024e58-7249-6908-67e5-9cb5-4e4c082ed430},1,0.189,0,0,1,0
2864,{25c17283-32b0-6908-40f4-cdd8-1a9d0f74ee7b},1,0.491,0,0,0,0
2865,{0f6c707d-8eed-6908-e362-cfc9-aa57246db2e4},1,0.174,0,0,1,0
2866,{448acbae-5fdc-6908-99b6-8770-d6f08177d923},1,0.147,0,0,1,0
2867,{727a53e4-b709-6908-0cc1-ba0d-b86ca0f2459c},1,0.441,0,0,0,1
2868,{8441a5ed-20e6-6908-2d5f-2b72-7424f65777e7},1,0.142,0,0,1,0
2875,{ec2a5de9-5583-6908-8da9-ce45-d434d9fb3d35},1,0.41,0,0,0,0
2876,{aa28d002-2807-6908-82d0-d4bd-149a96f19375},1,0.396,0,0,0,0
2877,{2ae77388-701a-6908-b01b-630b-c62be707242d},1,0.18,0,0,1,0
2880,{84c49005-f9df-6908-a727-d149-e9f0a214af8e},1,0.387,0,0,0,0
2884,{84346bba-f786-6908-0b2f-a541-5f51c984c5cc},1,0.528,0,0,0,0
2886,{99b7bdd5-620a-6908-e792-cb3c-00fddc022fe0},1,0.093,0,0,1,0
2888,{f8c657d5-efc0-6908-9134-518a-2e16c67a9b51},1,0.417,0,0,0,0
2890,{36cc7d5b-ef1e-6908-e504-bd4e-9e461db41904},1,0.15,0,0,1,0
2894,{ee68be2a-84ac-6908-593e-5ebe-804aa72f2da9},1,0.353,0,0,0,0
2896,{45a8675e-0228-6908-8e6d-dcb1-ec9ebdeade04},1,0.571,0,0,0,0
2897,{89ea71ae-4a99-6908-dd9c-b777-e3c28d47105f},1,0.278,0,0,1,0
2898,{34d33e32-d88f-6908-2ab2-689b-666ac73d08f4},1,0.4,0,0,1,0
2899,{cfcf7472-ee93-6908-08c3-8043-bac1e5c52946},1,0.301,0,0,1,0
2900,{a96d3053-d5f3-6908-ff97-5c81-c1f18e0e98a4},1,0.18,0,0,1,0
2902,{fd87f3f5-b167-6908-c689-364e-c622a36e35cf},1,0.731,0,0,0,0
2903,{aec4e5df-8b80-6908-7a9d-c1c9-f08493734f4a},1,0.385,0,0,0,0
2906,{0a2f35e5-ada9-6908-8101-7137-3a118a8ac258},1,0.587,0,0,0,0
2908,{c397cf11-1d05-6908-b6ed-d522-b9cc802de3be},1,0.571,0,0,0,0
2910,{72b2cb5f-b4f0-6908-1b7b-71b8-6dca819501c4},1,0.33,0,0,1,0
2912,{c8861717-0c9f-6908-7fb9-00b5-416b12cf9497},1,0.591,0,0,0,0
2914,{348955d0-753f-6908-bf52-e0f1-abc19cde05ed},1,0.18,0,0,1,0
2918,{b08f998a-9e5a-6908-5bd6-5429-db2658bc511d},1,0.368,0,0,1,0
2920,{b0f446e1-fc29-6908-69c1-fd6c-815865b95796},1,0.389,0,0,0,0
2921,{f87e3f5e-d854-6908-0738-4607-f5c257394b99},1,0.769,0,0,0,0
2922,{d584ef44-67fd-6908-d67a-fe03-9e4200529b93},1,0.226,0,0,1,0
2923,{abf44f85-9a49-6908-571f-095d-64ca57130489},1,0.163,0,0,1,0
2924,{5c30c40c-1ed7-6908-a779-5f53-3797b963b18d},1,0.569,0,0,0,0
2925,{5063ce3d-73e9-6908-66b7-4fe1-d3c81af4c6f1},1,0.252,0,0,1,0
2926,{13dc3063-116d-6908-9e9b-0830-3ef25b07d898},1,0.251,0,0,1,0
2933,{725abc43-a614-6908-1593-df76-11381e6815a9},1,0.588,0,0,0,0
2934,{5f193546-922b-6908-0207-b27a-e24cc670ffcf},1,0.226,0,0,1,0
2937,{5c7e7eee-28f5-6908-b236-df20-1c12a9f00fc5},1,0.225,0,0,1,0
2939,{58c8e739-6339-6908-68df-2038-bc89d27a6805},1,0.134,0,0,1,0
2942,{f46ee22a-9601-6908-9403-3ee5-d8f7f87181fd},1,0.277,0,0,1,0
2947,{5dc785fb-d0bb-6908-5dfe-efaa-6a687359cf61},1,0.152,0,0,1,0
2948,{27ac7102-62ff-6908-5575-71da-4abe9602c982},1,0.394,0,0,0,1
2954,{2ed0b52b-68dd-6908-56ad-668b-7fdca227ff27},1,0.49,0,0,0,0
2956,{979cb995-8cd7-6908-f85b-5963-61337b705b69},1,0.28,0,0,1,0
2960,{fa088f8e-2b77-6908-97b6-1921-531390c4c8a7},1,0.134,0,0,1,0
2961,{ec7ad0d4-83b5-6908-f9f1-58bf-8a31af2c23a6},1,0.411,0,0,0,1
2968,{6533a572-eecc-6908-a5ad-2a6a-c9e00788375c},1,0.295,0,0,1,0
2970,{e67b0239-4fc9-6908-b1a3-c552-74a1580a7b36},1,0.374,0,0,1,0
2972,{2a5ce33d-fac5-6908-bfc9-06f3-328ea47a6ebd},1,0.493,0,0,0,1
2973,{8de772a9-0f75-6908-5ea2-1442-fb751fba722b},1,0.341,0,0,0,0
2975,{67761444-9cb7-6908-9b67-51cb-3472bb88df17},1,0.172,0,0,1,0
2976,{635fb094-b763-6908-386b-3fdb-4d962623e681},1,0.373,0,0,0,0
2978,{8afd0ca2-9889-6908-e938-5419-772013999916},1,0.556,0,0,0,0
2981,{7d6dbb69-9b52-6908-790b-cd7a-f85b9a47b86c},1,0.205,0,0,1,0
2982,{c36cf830-7f86-6908-b234-1af9-708b4ca68a72},1,0.437,0,0,1,0
2983,{94fb8b65-a81e-6908-a362-9a0c-c850212228d5},1,0.149,0,0,1,0
2986,{37a50665-9d85-6908-d0d4-b69a-c6b7f4512f88},1,0.4,0,0,0,0
2987,{8715bf7b-f6fb-6908-516c-9da8-3f463bd06b0b},1,0.344,0,0,0,1
2988,{f24d1b66-c286-6908-58c0-a56e-57c9a2178ec9},1,0.234,0,0,1,0
2989,{b9808122-b4f8-6908-f4e1-f426-bd6a3a7cd47a},1,0.303,0,0,1,0
2990,{8874da31-e46c-6908-7519-218c-ad3ccf1413f1},1,0.75,0,0,0,0
2992,{bb27c6ca-017b-6908-a782-8a7b-9426539ada7f},1,0.483,0,0,0,0
2993,{6e5f55ad-d796-6908-f780-b757-73c415282649},1,0.183,0,0,1,0
2996,{2d92823e-5c78-6908-9c28-341b-adb6ab26afa8},1,0.452,0,0,0,1
2997,{9a2ac7cd-8899-6908-0f2c-3c31-ebe3cca4f1a8},1,0.3,0,0,0,1
2998,{32536206-6b26-6908-2ae6-4090-3cd826b7f576},1,0.294,0,0,1,0
2999,{e66c5361-4994-6908-b6c7-053d-2e776ef62d1b},1,0.569,0,0,0,0
3000,{f631c0fb-8d1f-6908-edce-96fa-3419516bab4a},1,0.553,0,0,0,0
3001,{796a495a-b45d-6908-ba65-d0b7-71919737fb26},1,0.438,0,0,0,0
3005,{87ab2ae7-d338-6908-9070-16c2-a5d539f07d96},1,0.175,0,0,1,0
3008,{120538b7-ec73-6908-b0b0-b569-467f4da42e9c},1,0.464,0,0,0,0
3009,{ee7e1c0f-1d31-6908-9d5f-9c04-bafe2ebf1a47},1,0.581,0,0,0,0
3010,{e98490c3-aa3b-6908-9c19-7ff3-9d230c8145c8},1,0.226,0,0,1,0
3012,{515b78bb-0f1a-6908-ba0e-73ac-412465832226},1,0.184,0,0,1,0
3013,{4aa569a9-9673-6908-acb2-0545-66c4119f084a},1,0.792,0,0,0,0
3016,{5f1c9bd1-5c65-6908-5766-d4fb-702c05a76dd9},1,0.667,0,0,0,0
3017,{e337cd76-4935-6908-8065-dc39-eabf95e8e16d},1,0.301,0,0,1,0
3021,{9ee2db73-8903-6908-7faa-1614-bb41d35c696b},1,0.347,0,0,0,0
3023,{ac2757c6-c2dd-6908-d73b-f7b0-b5003423ed6b},1,0.235,0,0,1,0
3024,{4444da1c-c5f4-6908-2298-144f-5e275e646b72},1,0.154,0,0,1,0
3025,{ad8b0eed-8659-6908-af12-e426-835270304b6e},1,0.219,0,0,1,0
3028,{dd03b193-94fc-6908-1f1f-ed86-ca115118f584},1,0.55,0,0,0,0
3030,{41bad6e2-3c5f-6908-5bdc-8fa8-5f0e80e2be8d},1,0.551,0,0,0,0
3033,{5ce5c645-f2a5-6908-c0c1-1e2f-d40eba8827e4},1,0.264,0,0,1,0
3035,{5cb0b786-7903-6908-8e82-ab3f-89aba7c56a38},1,0.158,0,0,1,0
3039,{22159c0b-0c14-6908-1101-1237-e55abd252c93},1,0.361,0,0,1,0
3041,{7cd3d2ff-6d01-6908-6ac4-a603-bc4b78659af9},1,0.263,0,0,1,0
3042,{cb33a723-0548-6908-c9cf-c2b4-1ebf646bcfbb},1,0.47,0,0,0,0
3045,{d3c7210b-5540-6908-1886-8a0d-53e852727f51},1,0.192,0,0,1,0
3046,{fc870bba-7559-6908-5263-ae11-8d55596c0e11},1,0.221,0,0,1,0
3047,{8a317c8a-94cc-6908-e7c3-f50f-6f0dd086336b},1,0.327,0,0,0,0
3049,{33491b4d-5f4a-6908-db99-721e-b2a2049c77ba},1,0.351,0,0,0,0
3052,{c58efa4f-e9db-6908-26f7-43af-0e39c7b5abad},1,0.252,0,0,1,0
3054,{3ba574f3-4d21-6908-43a9-bb77-6c2187a89b68},1,0.463,0,0,0,0
3056,{9b9edec4-489f-6908-e76c-350e-3ffb11cb3887},1,0.453,0,0,0,0
3058,{8a580618-54ed-6908-8d62-cb5b-9551f17b0d1c},1,0.449,0,0,0,0
3059,{85c4538a-6e0c-6908-9e61-0956-673d337c3ded},1,0.34,0,0,0,0
3060,{1238e7ea-342d-6908-7fc1-cfc0-79801c0be692},1,0.157,0,0,1,0
3061,{f13e50bc-97d3-6908-cba2-7ed8-d190473802a9},1,0.183,0,0,1,0
3063,{59e19610-7fde-6908-0c11-db87-e7ba3830c4ec},1,0.536,0,0,0,1
3064,{9b7b7992-251b-6908-0b2a-0547-6009e410ee2a},1,0.427,0,0,0,0
3065,{360b9308-3ea2-6908-ba5e-556e-4a564c50f6c9},1,0.427,0,0,1,0
3066,{028dcc1e-a268-6908-3b21-ec9b-52c996673986},1,0.337,0,0,0,0
