guid,pid,command_line,parent_count,child_process_count,network_connections,dns_queries,files_created,has_invoke,has_download,has_encoded,entropy,first_seen,label
{a88fc85a-c9b1-6908-22ec-f7ad-5c5aa8b26070},4711,Get-AppxPackage *envoy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:14.174492+00:00Z,0
{114c440d-0f1d-6908-517f-76a1-ffb51b314321},4712,Get-AppxPackage *kong* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:18:15.174508+00:00Z,0
{107a8bcc-803f-6908-3a9c-1328-e21012a85ff7},4713,Get-AppxPackage *istio* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:16.174523+00:00Z,0
{8e74b39c-6435-6908-8147-fb71-7374493d269e},4714,Get-AppxPackage *linkerd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.522,2025-11-06T08:18:17.174540+00:00Z,0
{341b2c09-47f7-6908-02ae-b818-d0e8c63e23bf},4715,Get-AppxPackage *consul* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:18:18.174556+00:00Z,0
{8037b969-b685-6908-4697-2262-dae2705a501c},4716,Get-AppxPackage *vault* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:19.174572+00:00Z,0
{1e307f10-760d-6908-1a5b-a96e-72b205c55810},4717,Get-AppxPackage *nomad* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:20.174591+00:00Z,0
{4feeea91-1d00-6908-38c4-f124-86aefc24a159},4718,Get-AppxPackage *terraformcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.453,2025-11-06T08:18:21.174607+00:00Z,0
{c3c5bbb5-4750-6908-6891-a8c2-1fe9e0d65081},4719,Get-AppxPackage *packer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:18:22.174623+00:00Z,0
{f32d2812-2943-6908-f521-4249-35470aaf8962},4720,Get-AppxPackage *vagrantcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.471,2025-11-06T08:18:23.174640+00:00Z,0
{3a4e2920-1c57-6908-0d7e-6470-c23fdc3c423a},4721,Get-AppxPackage *chef* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.488,2025-11-06T08:18:24.174656+00:00Z,0
{b2086418-dc04-6908-da89-4689-e03b1d96dc53},4722,Get-AppxPackage *puppet* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:18:25.174671+00:00Z,0
{3b668afa-0525-6908-7449-d37d-1770916ba250},4723,Get-AppxPackage *saltstack* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.438,2025-11-06T08:18:26.174688+00:00Z,0
{2e3b5fd6-1662-6908-a0d5-b307-7d0de3f2df80},4724,Get-AppxPackage *jenkins* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:18:27.174705+00:00Z,0
{a8164d18-271b-6908-801a-6966-e3173864bf75},4725,Get-AppxPackage *gitlab* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:18:28.174721+00:00Z,0
{80e1cc41-1ba5-6908-b17a-d258-f8f09f32fd3e},4726,Get-AppxPackage *github* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:18:29.174736+00:00Z,0
{1f6c6a86-48af-6908-125d-785f-e16cb2c68986},4727,Get-AppxPackage *bitbucket* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:18:30.174753+00:00Z,0
{15a15a52-8ee5-6908-c493-fd9f-c4f261f14c98},4728,Get-AppxPackage *azuredevops* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.48,2025-11-06T08:18:31.174769+00:00Z,0
{e4a6bf51-866a-6908-6ede-0e00-9328ad8f6932},4729,Get-AppxPackage *circleci* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.468,2025-11-06T08:18:32.174784+00:00Z,0
{e85fda55-8fb7-6908-8c7d-2bcb-7ff7ffb1c192},4730,Get-AppxPackage *travis* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:18:33.174803+00:00Z,0
{a8c34b25-0651-6908-3fa5-9d21-e33a2dc4d065},4731,Get-AppxPackage *appveyor* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:18:34.174818+00:00Z,0
{8e7de390-d135-6908-1dfe-28ba-e18110652764},4732,Get-AppxPackage *codeship* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:18:35.174834+00:00Z,0
{a15dd7c4-4b36-6908-1962-7720-5e5609db40a9},4733,Get-AppxPackage *semaphore* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:18:36.174857+00:00Z,0
{b7e3c615-782a-6908-b30f-37e4-39f3719db54f},4734,Get-AppxPackage *buildkite* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:18:37.174875+00:00Z,0
{ae5714e8-248d-6908-da5a-90f0-0ca424a0db6e},4735,Get-AppxPackage *drone* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:18:38.174891+00:00Z,0
{9f35e95d-5214-6908-bc92-16d7-0d12975aae69},4736,Get-AppxPackage *bamboo* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:18:39.174909+00:00Z,0
{a632c350-2795-6908-72fc-d60e-1a55cc5732f2},4737,Get-AppxPackage *teamcity* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:18:40.174925+00:00Z,0
{e93bda3b-a849-6908-7c74-b953-e9613b1ba723},4738,Get-AppxPackage *octopus* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.457,2025-11-06T08:18:41.174941+00:00Z,0
{8171d955-b97e-6908-f7e3-75f0-75a36b39c4dc},4739,Get-AppxPackage *spinnaker* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.479,2025-11-06T08:18:42.174956+00:00Z,0
{57713fff-3c65-6908-29bb-d127-4bfafbb61ff7},4740,Get-AppxPackage *harness* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:18:43.174971+00:00Z,0
{1eec0480-86d9-6908-f091-33b5-0c406e718848},4741,Get-AppxPackage *fluxcd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:18:44.174995+00:00Z,0
{5ab7d8b2-cdfc-6908-7b9d-9637-ac721e78ba02},4742,Get-AppxPackage *keel* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:18:45.175017+00:00Z,0
{15733a73-03fc-6908-bd60-e834-a410611eb15c},4743,Get-AppxPackage *portainer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:18:46.175037+00:00Z,0
{57537534-da77-6908-920d-a546-a31c62524390},4744,Get-AppxPackage *traefik* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.478,2025-11-06T08:18:47.175059+00:00Z,0
{58eba462-54c8-6908-3cb2-9360-f928461aef63},4745,Get-AppxPackage *nginx* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:48.175078+00:00Z,0
{ecad122d-8ea8-6908-4831-3123-5673c13ed0d3},4746,Get-AppxPackage *caddy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:49.175094+00:00Z,0
{34010b60-da5e-6908-e3c0-409a-e85ed4bee4e4},4747,Get-AppxPackage *haproxy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.478,2025-11-06T08:18:50.175116+00:00Z,0
{dd500d6b-8e91-6908-3ba0-b51a-287bcdbb6c1f},4748,Get-AppxPackage *envoy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:51.175133+00:00Z,0
{09d1c11f-336c-6908-a292-617b-7de8020a5c40},4749,Get-AppxPackage *kong* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:18:52.175155+00:00Z,0
{d059b594-fe52-6908-90b0-437a-2d6be0389eb7},4750,Get-AppxPackage *istio* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:53.175175+00:00Z,0
{b5c1f027-13df-6908-d618-86b1-c2b59d065ae8},4751,Get-AppxPackage *linkerd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.522,2025-11-06T08:18:54.175193+00:00Z,0
{ab00764e-fafe-6908-c8cf-b6d9-f6408b1d2284},4752,Get-AppxPackage *consul* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:18:55.175212+00:00Z,0
{6cc3f8aa-5a36-6908-edf1-a347-3a21a91decb2},4753,Get-AppxPackage *vault* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:56.175233+00:00Z,0
{68b49b00-a579-6908-85f1-a29e-c86269464f3f},4754,Get-AppxPackage *nomad* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:18:57.175255+00:00Z,0
{44b0703f-7019-6908-adff-175c-e5304efa8dc3},4755,Get-AppxPackage *terraformcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.453,2025-11-06T08:18:58.175274+00:00Z,0
{b8e3fb43-c224-6908-2e35-aaa4-b495e987cfb2},4756,Get-AppxPackage *packer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:18:59.175296+00:00Z,0
{fc37337a-ca82-6908-756b-9493-52a3cd210a34},4757,Get-AppxPackage *vagrantcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.471,2025-11-06T08:19:00.175315+00:00Z,0
{d8718196-347d-6908-cbbe-f844-505b0ad33361},4758,Get-AppxPackage *chef* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.488,2025-11-06T08:19:01.175332+00:00Z,0
{bffa749e-c176-6908-cd2f-432b-8a3de06a46b2},4759,Get-AppxPackage *puppet* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:19:02.175348+00:00Z,0
{eb41eac7-30ec-6908-c841-6379-9fd7dbfb491a},4760,Get-AppxPackage *saltstack* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.438,2025-11-06T08:19:03.175363+00:00Z,0
{33e1f6f7-874e-6908-f15b-c0cf-dbeb4a8e9dd2},4761,Get-AppxPackage *jenkins* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:04.175387+00:00Z,0
{61e5835e-fe7b-6908-c98b-bed7-3773b6eea1cf},4762,Get-AppxPackage *gitlab* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:19:05.175411+00:00Z,0
{4f842010-499c-6908-2ad2-30d6-56a88f962ff2},4763,Get-AppxPackage *github* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:19:06.175428+00:00Z,0
{c2b579c2-1e2c-6908-fca1-8109-9f77696f9074},4764,Get-AppxPackage *bitbucket* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:19:07.175450+00:00Z,0
{df15e667-894a-6908-6b1f-fa3a-ffe78babb414},4765,Get-AppxPackage *azuredevops* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.48,2025-11-06T08:19:08.175470+00:00Z,0
{b30269aa-c059-6908-412b-06f9-3e32bf86ad63},4766,Get-AppxPackage *circleci* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.468,2025-11-06T08:19:09.175489+00:00Z,0
{7ec469d8-f971-6908-479c-d617-04bd663f730d},4767,Get-AppxPackage *travis* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:19:10.175508+00:00Z,0
{a674dd6b-4874-6908-9494-68af-80a29ac1ad69},4768,Get-AppxPackage *appveyor* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:19:11.175529+00:00Z,0
{515400a6-5bc3-6908-4cfa-f0e4-02defa1b1bac},4769,Get-AppxPackage *codeship* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:19:12.175549+00:00Z,0
{9ffe3709-501a-6908-222f-b36e-73bae222c775},4770,Get-AppxPackage *semaphore* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:19:13.175569+00:00Z,0
{ef2ecdc9-67b9-6908-27aa-4e0a-8f5a3768b54a},4771,Get-AppxPackage *buildkite* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:14.175590+00:00Z,0
{2b088fcd-76b2-6908-6ed1-2ec3-4b009d6ba3b5},4772,Get-AppxPackage *drone* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:15.175619+00:00Z,0
{cea6e9bc-d9ce-6908-f181-a778-3c0ec28fd8cb},4773,Get-AppxPackage *bamboo* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:19:16.175638+00:00Z,0
{87db0168-6d84-6908-550d-8e33-4928b61ae1b0},4774,Get-AppxPackage *teamcity* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:19:17.175657+00:00Z,0
{59225b53-0cf3-6908-bb3b-eea1-6d746c905f13},4775,Get-AppxPackage *octopus* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.457,2025-11-06T08:19:18.175679+00:00Z,0
{31e43850-9eeb-6908-a82a-302e-bcdce939f790},4776,Get-AppxPackage *spinnaker* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.479,2025-11-06T08:19:19.175724+00:00Z,0
{a444c040-cbed-6908-167c-818e-fb087458d92c},4777,Get-AppxPackage *harness* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:20.175761+00:00Z,0
{21b3b264-d6d2-6908-3d25-1cb2-1fe9b5e9489c},4778,Get-AppxPackage *fluxcd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:19:21.175816+00:00Z,0
{aa1c5dca-d52f-6908-1f7a-2141-2afd44424098},4779,Get-AppxPackage *keel* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:19:22.175857+00:00Z,0
{f0eb453e-9f50-6908-8c2a-b38c-aed21e228ade},4780,Get-AppxPackage *portainer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:19:23.175886+00:00Z,0
{02ac1c61-bfc2-6908-ebb2-299c-7e53f1780077},4781,Get-AppxPackage *traefik* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.478,2025-11-06T08:19:24.175909+00:00Z,0
{476a2533-a18e-6908-d3f5-73b1-6061d5d4999b},4782,Get-AppxPackage *nginx* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:19:25.175929+00:00Z,0
{7d692580-ba2b-6908-b29d-e63b-12ce2ba439e6},4783,Get-AppxPackage *caddy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:19:26.175950+00:00Z,0
{351b3e63-89b3-6908-2e77-6be3-6fbf421a4d96},4784,Get-AppxPackage *haproxy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.478,2025-11-06T08:19:27.175974+00:00Z,0
{52af891a-c17d-6908-1154-a50d-358fb387a11d},4785,Get-AppxPackage *envoy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:19:28.175993+00:00Z,0
{e729b06f-5fcd-6908-b74c-9cd0-ef0529a9b2d7},4786,Get-AppxPackage *kong* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:19:29.176013+00:00Z,0
{bb1fdb98-f278-6908-7cb7-8151-bf16b92eefe0},4787,Get-AppxPackage *istio* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:19:30.176039+00:00Z,0
{93d640cc-0e9e-6908-53fb-5530-99e5ec1f5d97},4788,Get-AppxPackage *linkerd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.522,2025-11-06T08:19:31.176059+00:00Z,0
{c40cfbde-b134-6908-eadc-cabf-ebd22a53dbd6},4789,Get-AppxPackage *consul* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:19:32.176078+00:00Z,0
{340ce8c9-2e2a-6908-7d4d-4eeb-02885fcf5c27},4790,Get-AppxPackage *vault* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:19:33.176099+00:00Z,0
{63380b42-a2ff-6908-445d-ccbd-a77bc5f4656a},4791,Get-AppxPackage *nomad* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:19:34.176116+00:00Z,0
{06e2ac94-5b37-6908-7866-bcfe-ae005cbe693e},4792,Get-AppxPackage *terraformcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.453,2025-11-06T08:19:35.176134+00:00Z,0
{6f766a77-adde-6908-c4a4-5c18-4d2e6cfb6acc},4793,Get-AppxPackage *packer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:19:36.176154+00:00Z,0
{2df4e387-cbe2-6908-367e-ee0a-2a4fce65050b},4794,Get-AppxPackage *vagrantcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.471,2025-11-06T08:19:37.176173+00:00Z,0
{7466b319-f8e7-6908-cdac-d84c-1be8c577d3a5},4795,Get-AppxPackage *chef* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.488,2025-11-06T08:19:38.176192+00:00Z,0
{c7efd8e2-ab8d-6908-bacf-392d-5b90c9162eb7},4796,Get-AppxPackage *puppet* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:19:39.176209+00:00Z,0
{4201938b-e8f4-6908-dea9-18da-903c76fab828},4797,Get-AppxPackage *saltstack* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.438,2025-11-06T08:19:40.176228+00:00Z,0
{6cfad76f-97a0-6908-0c0c-88d3-96232dc12143},4798,Get-AppxPackage *jenkins* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:41.176244+00:00Z,0
{bb5e14d6-cadc-6908-7f4c-59b8-408a1835e89b},4799,Get-AppxPackage *gitlab* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:19:42.176265+00:00Z,0
{91ae757c-14ce-6908-272f-a736-139a5f6f83c5},4800,Get-AppxPackage *github* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:19:43.176287+00:00Z,0
{6c2aeb89-0b75-6908-5e2c-8382-ddebe98f8c8a},4801,Get-AppxPackage *bitbucket* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:19:44.176304+00:00Z,0
{0c8033f0-f222-6908-6e2f-dfb7-8dbf2f8aeb01},4802,Get-AppxPackage *azuredevops* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.48,2025-11-06T08:19:45.176324+00:00Z,0
{445d9a87-a2e5-6908-31bd-7151-0940398e1dc0},4803,Get-AppxPackage *circleci* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.468,2025-11-06T08:19:46.176343+00:00Z,0
{8a9cfc8d-f382-6908-066f-af97-a3a857314c46},4804,Get-AppxPackage *travis* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:19:47.176362+00:00Z,0
{6726f5b4-283f-6908-f91b-b0cb-6a4415458478},4805,Get-AppxPackage *appveyor* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:19:48.176379+00:00Z,0
{95be6c8a-b408-6908-dcf1-d4ae-9159f92dedcd},4806,Get-AppxPackage *codeship* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:19:49.176397+00:00Z,0
{37e2dc86-38a4-6908-9425-5b74-5177dd69a596},4807,Get-AppxPackage *semaphore* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:19:50.176414+00:00Z,0
{64657945-ced4-6908-fd5a-ed86-e61fecaf549e},4808,Get-AppxPackage *buildkite* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:51.176429+00:00Z,0
{a731d6f3-d627-6908-d212-60b4-0edea2ec377a},4809,Get-AppxPackage *drone* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:52.176444+00:00Z,0
{3ffc1e13-f19e-6908-2e93-bd97-52a0e9c7eb29},4810,Get-AppxPackage *bamboo* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:19:53.176460+00:00Z,0
{529e0da0-9601-6908-212f-0fd0-eb1b760fdd95},4811,Get-AppxPackage *teamcity* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:19:54.176476+00:00Z,0
{f664b2b9-0386-6908-108c-d00c-f0bffedb5a32},4812,Get-AppxPackage *octopus* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.457,2025-11-06T08:19:55.176495+00:00Z,0
{b6fac9b9-e085-6908-f62c-1e9c-146ec4cd8e19},4813,Get-AppxPackage *spinnaker* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.479,2025-11-06T08:19:56.176511+00:00Z,0
{d8d99ad8-393b-6908-5681-bba1-48ad56ff66fd},4814,Get-AppxPackage *harness* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:19:57.176528+00:00Z,0
{12f638e6-fbaf-6908-7d4d-851e-973057aa5681},4815,Get-AppxPackage *fluxcd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:19:58.176559+00:00Z,0
{982c7129-47b0-6908-4bc9-93ad-712906a4093b},4816,Get-AppxPackage *keel* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:19:59.176597+00:00Z,0
{4b7d3b08-41d1-6908-4b05-95ac-c4b9dbf11941},4817,Get-AppxPackage *portainer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:20:00.176637+00:00Z,0
{42696d14-cfca-6908-f435-573f-b03cf8ef6c71},4818,Get-AppxPackage *traefik* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.478,2025-11-06T08:20:01.176681+00:00Z,0
{2ce62f9f-c27e-6908-0749-2127-731c57a55d1a},4819,Get-AppxPackage *nginx* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:20:02.176721+00:00Z,0
{7fb0b7b6-063f-6908-74ed-67b2-cc0708683cbf},4820,Get-AppxPackage *caddy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:20:03.176763+00:00Z,0
{0e545d51-7ef6-6908-7d48-831b-7d7cdb869a02},4821,Get-AppxPackage *haproxy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.478,2025-11-06T08:20:04.176793+00:00Z,0
{e733c344-9b03-6908-1f29-6a5b-7ce53a4317a1},4822,Get-AppxPackage *envoy* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:20:05.176811+00:00Z,0
{3248f699-3b99-6908-e240-2ab1-651179dd7b95},4823,Get-AppxPackage *kong* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.465,2025-11-06T08:20:06.176829+00:00Z,0
{e2f2cf57-63bc-6908-e99a-0040-fc36454f6d2d},4824,Get-AppxPackage *istio* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:20:07.176848+00:00Z,0
{3fbfe7eb-8cf2-6908-9e1b-e14d-f9a42ea35df6},4825,Get-AppxPackage *linkerd* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.522,2025-11-06T08:20:08.176875+00:00Z,0
{c2ac0d6d-9bf9-6908-306b-e2ea-5d85d29323e2},4826,Get-AppxPackage *consul* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:20:09.176893+00:00Z,0
{af4b88ff-6bab-6908-4f27-a5c4-6241280906a9},4827,Get-AppxPackage *vault* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:20:10.176910+00:00Z,0
{434a7e17-9b73-6908-bdd8-4a3b-aadd4e653eee},4828,Get-AppxPackage *nomad* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.477,2025-11-06T08:20:11.176926+00:00Z,0
{6771dc17-d14c-6908-b50c-47a4-e9edf998aaa1},4829,Get-AppxPackage *terraformcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.453,2025-11-06T08:20:12.176942+00:00Z,0
{d5221c40-0c1f-6908-a4c8-dae1-c3caca79bb30},4830,Get-AppxPackage *packer* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:20:13.176958+00:00Z,0
{a8cfa238-f95d-6908-7feb-8f6e-c002960b9746},4831,Get-AppxPackage *vagrantcloud* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.471,2025-11-06T08:20:14.176986+00:00Z,0
{48c3a59d-f195-6908-44c0-25e1-e0631687819b},4832,Get-AppxPackage *chef* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.488,2025-11-06T08:20:15.177017+00:00Z,0
{bd32ebda-b8f3-6908-e445-6dfb-a47d2f23cd0c},4833,Get-AppxPackage *puppet* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.444,2025-11-06T08:20:16.177047+00:00Z,0
{eec432d0-47d1-6908-3d06-d251-cae86d658f44},4834,Get-AppxPackage *saltstack* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.438,2025-11-06T08:20:17.177078+00:00Z,0
{7df45531-aae1-6908-225c-26ae-2f2d90b7f26f},4835,Get-AppxPackage *jenkins* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.5,2025-11-06T08:20:18.177101+00:00Z,0
{c07d0001-dca5-6908-8dc1-ee72-4dedbd2af2c4},4836,Get-AppxPackage *gitlab* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:20:19.177128+00:00Z,0
{e3af8541-cd8c-6908-966e-0340-09a963d3997f},4837,Get-AppxPackage *github* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.511,2025-11-06T08:20:20.177154+00:00Z,0
{27111b60-4beb-6908-698b-9df1-33a82e7c77b0},4838,Get-AppxPackage *bitbucket* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.458,2025-11-06T08:20:21.177175+00:00Z,0
{4d8cc9c6-d93b-6908-8aca-7749-0df95af7dfe2},4839,Get-AppxPackage *azuredevops* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.48,2025-11-06T08:20:22.177193+00:00Z,0
{0c994ec1-e089-6908-cc61-65b3-3fd2d08308b0},4840,Get-AppxPackage *circleci* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.468,2025-11-06T08:20:23.177210+00:00Z,0
{6a45d1e9-6bb0-6908-2e7c-b83f-82b47a5cd426},4841,Get-AppxPackage *travis* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:20:24.177227+00:00Z,0
{199ded5e-b885-6908-9eb5-216f-756e4cfa4f8a},4842,Get-AppxPackage *appveyor* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.447,2025-11-06T08:20:25.177243+00:00Z,0
{90884400-4182-6908-4fbf-47ca-f08bb1f01f04},4843,Get-AppxPackage *codeship* | Remove-AppxPackage,1,0,0,0,0,False,False,False,0.489,2025-11-06T08:20:26.177261+00:00Z,0
